"Customer_ID","Customer_Name","Age","Age_Group","Gender","City"
"CUST7718","Customer_293",26.0,"26-35","Male","Delhi"
"CUST3330","Customer_450",62.0,"56+","Female","Hyderabad"
"CUST9113","Customer_175",61.0,"56+","Male","Hyderabad"
"CUST1004","Customer_191",64.0,"56+","Female","Bengaluru"
"CUST8381","Customer_112",40.0,"36-45","Male","Kolkata"
"CUST6316","Customer_59",41.0,"36-45","Male","Pune"
"CUST2403","Customer_258",22.0,"18-25","Male","Pune"
"CUST1357","Customer_361",48.0,"46-55","Male","Delhi"
"CUST4337","Customer_269",53.0,"46-55","Female","Kolkata"
"CUST9175","Customer_441",36.0,"36-45","Male","Mumbai"
"CUST7177","Customer_40",21.0,"18-25","Male","Hyderabad"
"CUST9009","Customer_424",43.0,"36-45","Male","Mumbai"
"CUST8996","Customer_165",59.0,"56+","Male","Hyderabad"
"CUST3759","Customer_313",65.0,"56+","Female","Mumbai"
"CUST6311","Customer_257",65.0,"56+","Female","Mumbai"
"CUST8525","Customer_126",40.0,"36-45","Female","Gaya"
"CUST9285","Customer_452",49.0,"46-55","Female","Gaya"
"CUST8387","Customer_133",48.0,"46-55","Female","Bengaluru"
"CUST5726","Customer_192",20.0,"18-25","Male","Pune"
"CUST7238","Customer_335",54.0,"46-55","Female","Delhi"
"CUST3843","Customer_209",44.0,"36-45","Female","Bengaluru"
"CUST7185","Customer_285",61.0,"56+","Female","Delhi"
"CUST7757","Customer_494",58.0,"56+","Male","Mumbai"
"CUST1713","Customer_457",27.0,"26-35","Female","Bengaluru"
"CUST6987","Customer_107",31.0,"26-35","Female","Gaya"
"CUST5829","Customer_37",32.0,"26-35","Male","Delhi"
"CUST2542","Customer_219",43.0,"36-45","Male","Hyderabad"
"CUST4869","Customer_392",37.0,"36-45","Male","Kolkata"
"CUST5338","Customer_269",22.0,"18-25","Female","Patna"
"CUST5373","Customer_256",24.0,"18-25","Male","Delhi"
"CUST2256","Customer_284",50.0,"46-55","Male","Hyderabad"
"CUST7388","Customer_6",48.0,"46-55","Male","Hyderabad"
"CUST1159","Customer_492",30.0,"26-35","Male","Pune"
"CUST4003","Customer_305",54.0,"46-55","Female","Bengaluru"
"CUST6511","Customer_15",54.0,"46-55","Male","Mumbai"
"CUST2836","Customer_434",46.0,"46-55","Female","Patna"
"CUST9945","Customer_495",24.0,"18-25","Male","Hyderabad"
"CUST1603","Customer_434",37.0,"36-45","Female","Mumbai"
"CUST9871","Customer_187",27.0,"26-35","Female","Pune"
"CUST2418","Customer_425",57.0,"56+","Male","Gaya"
"CUST2126","Customer_385",34.0,"26-35","Male","Patna"
"CUST1284","Customer_375",31.0,"26-35","Male","Bengaluru"
"CUST6389","Customer_484",27.0,"26-35","Male","Kolkata"
"CUST2967","Customer_483",52.0,"46-55","Female","Mumbai"
"CUST9092","Customer_97",64.0,"56+","Male","Mumbai"
"CUST9351","Customer_352",36.0,"36-45","Male","Pune"
"CUST6410","Customer_301",61.0,"56+","Male","Gaya"
"CUST7618","Customer_154",25.0,"18-25","Male","Gaya"
"CUST9544","Customer_140",62.0,"56+","Female","Hyderabad"
"CUST9501","Customer_241",41.0,"36-45","Male","Delhi"
"CUST2714","Customer_98",58.0,"56+","Female","Gaya"
